OBJECTID,SITENAME,COMMSITEID,COMMTYPE,COMMSUBTYP,ACREAGE,LASTVISIT,DATA_METHD,DATA_SOURC,DATA_EQUIP,DATA_EDTR,DATA_DATE,ASSOCDATA,SPECIESDAT,COMMENTS,ELCODE,EONMBR,IS_QAQC,GPS_PDOP,GPS_HDOP,GPS_HRZPR,Group_legend,Centroid_X,Centroid_Y,COMLABEL,SHAPE_Length,SHAPE_Area
2185,Thorpe Mountain,0,Acidic Rocky Summit Outcrop,Scrub Oak,0.39315517,,Aerial Photo Interpretation,CT 2006 Color NAIP Ortho Photo,Not Applicable,CT DEP NHS,, , ,scrub oak-bald complex,CT1A2A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,798944.24729701,920704.76191535,AcRSO,685.408243403593,-17125.8393306335
2186,Thorpe Mountain,0,Acidic Rocky Summit Outcrop,Scrub Oak,1.67037025,,Aerial Photo Interpretation,CT 2006 Color NAIP Ortho Photo,Not Applicable,CT DEP NHS,, , ,"?complex of deciduous woodland & bald, not sure if scrub oak",CT1A2A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,799319.09562869,920784.11215035,AcRSO,1408.63864694308,-72761.328375371
2187,Thorpe Mountain,0,Acidic Rocky Summit Outcrop,Scrub Oak,0.23814818,,Aerial Photo Interpretation,CT 2006 Color NAIP Ortho Photo,Not Applicable,CT DEP NHS,, , ,"? deciduous woodland, not sure if scrub oak present",CT1A2A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,799247.98684702,921531.66806994,AcRSO,474.992960672561,-10373.7350110465
2188,Farmington River,0,Floodplain Forest,Alluvial Swamp,0.82456621,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,984829.55269102,874915.53787718,FF,1268.42799797404,-35918.10430081
2189,Farmington River,0,Floodplain Forest,High Floodplain,16.9984875,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,984781.88710394,873091.65832285,FF,8930.95343717659,-740454.115734014
2190,Farmington River,0,Floodplain Forest,High Floodplain,0.43164203,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,"young forest, small stand",CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,985205.95351302,873893.08519768,FF,573.689723077008,-18802.3271464027
2191,Farmington River,0,Floodplain Forest,High Floodplain,0.98968169,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,?based on LIDAR 2000 elevation 152+,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,985529.58377127,874699.06094794,FF,1089.30500503932,-43110.5346191728
2192,Southington Mountain,0,Acidic Rocky Summit Outcrop,Scrub Oak,0.78847299,,Aerial Photo Interpretation,CT 2006 Color NAIP Ortho Photo,Not Applicable,CT DEP NHS,2009/04/01 00:00:00+00, , ,"?probable post-fire deciduous scrub and sapling birch -- can't tell if scrub oak present; looks like some shrub-size pitch pine present",CT1A2A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,949904.55725243,793886.16515936,AcRSO,1452.54348587749,-34345.8834837809
2193,Southington Mountain,0,Acidic Rocky Summit Outcrop,Grassy Glade/Bald,0.26945987,,Aerial Photo Interpretation,CT 2006 Color NAIP Ortho Photo,Not Applicable,CT DEP NHS,2009/04/01 00:00:00+00, , , ,CT1A2A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,950261.10279919,791293.53583018,AcRSO,644.642909002463,-11737.6721428659
2194,Farmington River,0,Floodplain Forest,High Floodplain,1.24937826,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,964913.89042268,835196.13732926,FF,1997.02797664258,-54422.9170655389
2195,Farmington River,0,Floodplain Forest,High Floodplain,1.55715378,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,965412.53476661,835102.31107334,FF,1477.53813739502,-67829.6189285984
2196,Farmington River,0,Floodplain Forest,High Floodplain,1.08501474,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,"Moorhead observed upstream end in 2009, confirmed recent flooding, but boundary with recent development to SE may not be right",CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,966572.84445385,834138.19456327,FF,1194.28754472888,-47263.242256492
2197,Farmington River,0,Floodplain Forest,Low Floodplain,4.68364876,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,"Moorhead observed upstream end in 2009, confirmed recent flooding, but boundary with recent development to SE may not be right",CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,966593.99073702,834026.09144102,FF,3658.25617705385,-204019.740397001
2198,Farmington River,0,Floodplain Forest,High Floodplain,22.36523424,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,Only the levee may receive active flooding,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,968496.81567151,831431.23541027,FF,10230.4715645343,-974229.603772085
2199,Farmington River,0,Floodplain Forest,Low Floodplain,0.67776921,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,968130.57985544,832313.49316018,FF,1186.43615917759,-29523.6270140089
2200,Farmington River,0,Floodplain Forest,Alluvial Swamp,0.21453507,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,2009/06/06 00:00:00+00, , ,shrub swamp,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,980308.23824286,860401.92123518,FF,448.498336105622,-9345.14774197844
2201,Farmington River,0,Floodplain Forest,Alluvial Swamp,0.16548676,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,2009/06/06 00:00:00+00, , ,shrub swamp,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,980199.78734427,860233.39991869,FF,474.757120595126,-7208.60342415596
2202,Farmington River,0,Floodplain Forest,Alluvial Swamp,0.21438546,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,2009/06/06 00:00:00+00, , ,shrub swamp,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,979981.93902669,859881.92949302,FF,445.074108518767,-9338.6309708123
2203,Farmington River,0,Alluvial Grassland/Outcrop,Grassland,7.9585491,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,2009/06/06 00:00:00+00, ,"Desmodium glabellum, Agrimonia parviflora",species-rich wet and mesic meadow, , ,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,980157.57745494,860096.03405168,AllG/O,4861.57655580764,-346674.399213187
2204,Farmington River,0,Floodplain Forest,Alluvial Marsh,5.79850749,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,2009/06/06 00:00:00+00, , ,nice species assembale round in fringe round old sand & gravel excavation,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Non-forested,980372.04749843,860087.05605126,FF,5750.16704470381,-252582.986490031
2205,Farmington River,0,Alluvial Grassland/Outcrop,Grassland,1.1915002,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,2009/06/06 00:00:00+00, , ,maybe marsh in part, , ,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,981933.80159278,862775.21340461,AllG/O,1509.60358990974,-51901.7489148329
2206,West Branch Farmington River,0,Floodplain Forest,Alluvial Swamp,1.74004942,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,"?looks like shrub swamp on imagery; unsure if still floods (re LIDAR elevation); probably an old excavation, at least in part; Moorhead saw in 2005, but no data or specific recollection",CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,936845.52070652,889096.47408218,FF,1393.70285279158,-75796.5528694566
2207,West Branch Farmington River,0,Floodplain Forest,Alluvial Swamp,0.27129477,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,"?not sure? looks like it's wet on 2004 BW images; soils not mapped as hydric",CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,935448.63209611,887789.22538435,FF,428.204578957944,-11817.6004259543
2208,Farmington River,0,Floodplain Forest,Alluvial Marsh,0.09226325,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Non-forested,974339.90372285,822318.45704793,FF,267.213463615579,-4018.98750343905
2209,Farmington River,0,Floodplain Forest,Alluvial Marsh,0.11217511,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Non-forested,974149.67050752,822426.08839435,FF,357.293223089718,-4886.34821024372
2210,Farmington River,0,Floodplain Forest,Low Floodplain,7.09123847,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,971004.86052419,820867.63350601,FF,4062.70803977124,-308894.348000641
2211,Farmington River,0,Alluvial Grassland/Outcrop,Grassland,0.05009463,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , , , ,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,974548.1739756,821436.3452951,AllG/O,210.170295274897,-2182.12217015473
2212,Thorpe Mountain,0,Acidic Rocky Summit Outcrop,Scrub Oak,2.53215943,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,"?scrub oak deciduous woodland wi/ several small balds; maybe be ash-hickory instead?",CT1A2A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,802158.09126302,925954.95154619,AcRSO,2164.80270091025,-110300.865124182
2213,Thorpe Mountain,0,Acidic Rocky Summit Outcrop,Scrub Oak,1.29802665,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,?scrub oak (presumed) mixed woodland,CT1A2A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,801238.29159344,925551.99894002,AcRSO,1108.36311243719,-56542.0410430203
2214,Thorpe Mountain,0,Acidic Rocky Summit Outcrop,Pitch Pine,0.19038841,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,"?pine woodland - bald; suspect pine is pitch",CT1A2A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,801782.53459943,925356.03968627,AcRSO,360.593593428977,-8293.3193574442
2215,Thorpe Mountain,0,Acidic Rocky Summit Outcrop,Scrub Oak,7.30129933,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,?scrub oak deciduous woodland w/ freq small balds,CT1A2A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,801560.65151302,925022.2424536,AcRSO,3370.6600987924,-318044.598853005
2216,Thorpe Mountain,0,Acidic Rocky Summit Outcrop,Grassy Glade/Bald,0.52426371,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,steep bald w/ scattered pine,CT1A2A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,800178.04010503,924349.32418002,AcRSO,674.258375376851,-22836.9273606695
2217,Thorpe Mountain,0,Acidic Rocky Summit Outcrop,Scrub Oak,4.62203344,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,scrub oak - deciduous woodland - bald complex w/ scattered pine,CT1A2A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,799463.94966968,922398.44356735,AcRSO,2050.63515784492,-201335.776923658
2218,NE Riga Plateau,0,Acidic Rocky Summit Outcrop,Scrub Oak,1.2825067,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,"?scrub oak - bald - deciduous woodland complex on brow and v steep ledges;",CT1A2A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,809556.00297635,935136.37708093,AcRSO,1042.9331826691,-55865.9920633792
2219,NE Riga Plateau,0,Acidic Rocky Summit Outcrop,Scrub Oak,0.33064207,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,?scrub oak deciduous woodland on nose,CT1A2A0000,0,True,Not Applicable,Not Applicable,Not Applicable,Terrestrial Non-forested,810234.85004386,935908.30204626,AcRSO,450.286144186607,-14402.7689050026
2220,West Branch Farmington River,0,Floodplain Forest,High Floodplain,6.940966,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,929533.08126318,904173.69688043,FF,5210.36798219087,-302348.479193391
2221,West Branch Farmington River,0,Floodplain Forest,Low Floodplain,0.62154178,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, ,Platanus occidentalis dominant,"with scrubby woodland physiognomy; resident says floods yearly",CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,932675.77182819,896749.95155735,FF,1112.47796196686,-27074.3601409714
2222,Farmington River,0,Floodplain Forest,Undifferentiated,2.56145831,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,"Maybe High Floodplain; using 160 ft NGVD (= ACoE 10% annual probabitily el) as boundary between Low and High; may be too low",CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,980228.79122327,836548.78947959,FF,1735.66416283801,-111577.124116094
2223,Fisher Meadows,0,Floodplain Forest,High Floodplain,5.89427344,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,Moorhead observed 2002,CT2B1A0000, ,True, , , ,Palustrine Forested,979780.20845902,838946.52352927,FF,8276.68468249676,-256754.551472147
2224,Fisher Meadows,0,Floodplain Forest,Low Floodplain,4.36979922,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,Moorhead 2002 observed lower end,CT2B1A0000, ,True, , , ,Palustrine Forested,979366.59183219,841647.85933393,FF,3613.93389764871,-190348.454075664
2225,Fisher Meadows,0,Floodplain Forest,Low Floodplain,1.36689985,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, ,"Acer saccharinum, Platanus occidentalis, Fraxinus pennsylvanica, Ulmus americana, Toxicodendron radicans; Elymus wiegandii, Carex davisii, Hydrophyllum virginianum",Moorhead observed 2002,CT2B1A0000, ,True, , , ,Palustrine Forested,980143.56075069,841855.55839359,FF,1916.81972640866,-59542.1578528686
2226,Fisher Meadows,0,Floodplain Forest,High Floodplain,2.74823182,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,Moorhead observed 2002,CT2B1A0000, ,True, , , ,Palustrine Forested,979625.11034402,841474.20252901,FF,3609.71572677172,-119712.978348049
2227,Farmington River,0,Floodplain Forest,High Floodplain,0.6804402,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,"?or maybe too High too flood since 1955 & flood cntrl; using 160' and 168' ft (ACoE 10% & 2% annual probability as lower and upper bounds",CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,980639.64309185,841864.54295568,FF,825.036842801012,-29639.9754205801
2228,West Branch Salmon Brook,0,Floodplain Forest,Undifferentiated,0.97773101,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, ,Platanus occidentalis dominant tree,"? or complex of high and low; Moorhead observed from road 2009",CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,971352.55700726,910723.46921393,FF,1078.20183290984,-42589.9630950704
2229,West Branch Salmon Brook,0,Floodplain Forest,Undifferentiated,0.1608244,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,974943.52161011,908312.70205386,FF,486.157386443726,-7005.5111682699
2230,West Branch Salmon Brook,0,Floodplain Forest,High Floodplain,6.66113098,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, ,"Acer saccharum, Fraxinus americana",Moorhead windshield survey 2009,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,975054.73267377,907711.14715459,FF,2887.13156412058,-290158.865526898
2231,West Branch Salmon Brook,0,Floodplain Forest,Low Floodplain,0.63863042,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , , ,CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,975031.45417702,907073.16417861,FF,827.870705630598,-27818.7413795749
2232,"Scantic River, East Windsor",1,Floodplain Forest,Undifferentiated,22.92924789,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,"mostly forested, mostly hydric soils",CT2B1A0000, ,True, , , ,Palustrine Forested,1051449.54084186,893721.86345343,FF,5408.63077366832,-998798.038162113
2233,"Scantic River, East Windsor",2,Floodplain Forest,Undifferentiated,62.13705456,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,"mostly forested, mostly hydric soils",CT2B1A0000, ,True, , , ,Palustrine Forested,1049228.33465436,890678.86593052,FF,14792.9649807327,-2706690.09684055
2234,"Scantic River, East Windsor",3,Floodplain Forest,Alluvial Marsh,9.42239923,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,, , ,hummocks visible from Live Maps,CT2B1A0000, ,True, , , ,Palustrine Non-forested,1048429.24963836,888711.54801477,FF,3626.49444102388,-410439.7107871
2235,West Branch Salmon Brook,0,Beachshore,Riverine,0.23401306,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,2009/06/06 00:00:00+00, , , ,CE1C3A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Non-forested,992342.05800719,902536.30612635,B,686.56193296091,-10193.6090701613
2236,West Branch Salmon Brook,0,Floodplain Forest,Undifferentiated,34.30546823,,Aerial Photo Interpretation,CT 2004 Black and White Ortho Photo,Not Applicable,CT DEP NHS,2009/06/06 00:00:00+00, ,"Platanus occidentlalis, Acer rubrum, Pinus strobus, Fraxinus americana, Ulmus americana; Berberis thunbergii, Rosa multiflora, Alliaria petiolata","?or complex with High FP; Moorhead observed east end 2009",CT2B1A0000, ,True,Not Applicable,Not Applicable,Not Applicable,Palustrine Forested,986953.66163177,904548.40118351,FF,15872.7877298066,-1494346.19629557
